near_exp,far_exp,near_theta,far_theta,near_alpha,far_alpha,near_beta,far_beta,near_rms,far_rms,near_lbeta,far_lbeta,near_hbeta,far_hbeta
0.891236712723493,0.896922664068298,-0.550473133352646,-0.230823643996796,0.455870113996009,-1.11824843513812,1.75024291604612,1.58438994872057,-0.53621301487076,-0.805147478658427,1.11120005956853,1.87252790699744,1.04736157077116,0.206901230365279
-0.954016524094533,-0.221529783506519,-0.170064190438134,-0.378644149055406,0.753801722854721,0.345873190550964,-0.337708931525777,-0.48762876587487,1.43282014691796,-0.932416946138115,0.19945026388389,-1.12459052878938,-0.581979659125825,0.449162602194049
-0.50991109767969,-0.426128061384562,1.64546989511155,0.133431961182554,0.422529218024381,-0.412902869113184,1.3840629783692,-0.464165542939151,2.37211983114625,-1.24604434362538,-1.15399907874836,-0.106035732298831,3.59454808529742,-0.587503503974463
0.0537431451858675,-0.167768023362847,-0.78172172812626,0.50436885341834,-0.0704069892016416,-0.129705103848575,-0.251069324305925,-0.198024290026466,0.919175942393479,-0.376964701115971,-0.712128817137694,0.187023304365349,0.427495333605635,-0.424781047425286
-0.149250385624883,-0.837715718224224,-0.427411739800539,0.493818978978227,-0.535331797646547,-0.764023206670401,-1.22559076162872,-1.53032565950772,1.62307880841281,-0.413847773508422,-0.936141677520845,-1.3527990835593,-0.424107430680826,-0.125049530395391
0.0517696241608339,0.477712222246765,-0.682130121979163,-0.116678535591134,-0.673429941431169,-1.27507070538197,0.74463678356027,-0.51441474188895,0.524871195303343,-1.52781177151421,2.89521416306285,-0.873212579851359,-1.45191959952856,0.0652368972221909
-1.22106124005135,-0.387745251678668,1.19247435086645,0.692269066216794,-1.04761229419203,-0.310334226896296,-0.771948879248959,-0.494348281657407,0.995925069056603,-0.895153358623003,-0.236631989516805,-0.605869442711414,-0.806881365959337,-0.0291794133429724
-0.97353540701412,0.147121716353059,-0.604898786753817,-0.734944765561014,-0.677804025773395,0.125772712939662,1.82752147991341,0.0156364182540784,0.484392720465399,-0.993271911619755,0.237714082468378,0.278622013238038,1.78681484565613,-0.13480645516692
-1.70365778884275,0.815906977966598,0.142763245495459,-1.34489728844014,-0.13198418336784,1.90087031125352,0.823659255559347,1.98819801474203,0.656476576014824,-1.08366053877173,-0.836947088241719,2.48647288984818,1.79507275607879,-0.075562491182584
-1.14537114815309,-0.385350766419076,0.145364769467505,-1.29973337936275,-0.798892650949107,0.0180217292946373,0.121777523906368,0.0186545396423344,-0.532846722663749,-0.617570053275375,0.570720735200262,0.374963951048537,-0.469115700893446,-0.399715651643254
0.678650187979416,1.00369725095448,0.361577826514674,0.504271574488674,0.767245169053115,-1.51120300264433,0.160484337956362,0.932896163248234,-0.252502378481079,-0.726517323266393,-0.461347355267974,-0.00861636541358348,1.16126799424938,2.09638018645114
-0.163531296251197,-0.939606695858174,-0.797824943875225,-0.647742816773798,-0.633008588804306,0.278749741105069,-0.853542247854962,-0.107021527349113,-0.141164512397536,0.46284121111224,-0.790514149132383,0.0679945734179986,-0.437826595701396,-0.410052048334855
-0.207169663456829,-0.524720101021801,2.44381301250942,1.43699235283204,-0.593620520011251,-0.557260544336614,0.644663158925202,0.409628506947955,0.0648862395119226,-0.539587268771347,0.909075164884114,0.0426488877067354,0.0530161116217889,0.350408791263593
2.58989984645125,0.751610823137588,2.89077445880337,-0.340068915986004,1.50146472243295,-1.20456519826365,3.4195890444348,0.0390307336835705,-0.200961488322566,-0.777699775501201,2.84532460582304,-0.398581542463627,3.92845938311227,1.17774282627083
1.37969180659324,-0.78979779206663,-0.962000832947493,-0.504718765586752,1.665069335008,1.86541718154278,0.3979722595765,-1.11042539023324,2.35631005258033,-0.811700904881092,-0.0332201473872659,-0.317091772639389,0.67808967614592,-1.35020197919382
0.47440656998016,0.540619472890122,1.0097139407763,1.8966112610544,-1.01039786673814,-0.9130938609447,0.651894022629459,-0.330680610113092,0.603334980331389,-1.82115003097586,0.896032635309612,-1.26257411367641,0.113724963540799,0.828892024974188
