ID,SIDE,DEPTH,CHANNEL,SAMPLES,THETA_POWER,ALPHA_POWER,BETA_POWER,low_beta,high_beta,z_theta,z_alpha,z_beta,z_lbeta,z_hbeta
1,R,-0.984,CRAW_01___Central,2554,4.72475446390682,4.36856967026563,3.78200167039982,3.96424188669562,3.65443351899276,0.947571499883972,1.31011395165489,1.02935053252099,1.00061590308456,0.984932836430688
1,R,-0.984,CRAW_02___Anterior,2554,4.19246418853023,3.88904889024159,3.49659929180715,3.66400805157727,3.37941315996807,-1.07414354609807,-0.773175158774643,-0.436333284183999,-0.418350261525679,-0.42231202634501
1,R,-1.235,CRAW_01___Central,2534,4.67357763371367,4.35124838768611,3.76514331794068,4.01768597285424,3.59341431259946,0.75319453604793,1.23486123919733,0.942774469288744,1.25320352342293,0.6727051706966
1,R,-1.235,CRAW_02___Anterior,2534,5.08873160021703,4.4397923219254,3.8471225365096,4.09497709371483,3.67858143761004,2.33000902863872,1.6195424077299,1.36377871793963,1.61849707963634,1.10849472305392
1,R,-1.235,CRAW_03___Lateral,2534,4.52357027300875,4.25020700814723,3.72039788760221,3.83178025751126,3.64465787606406,0.183444998672598,0.795884630747598,0.712984327237409,0.374575304270424,0.93491209127372
1,R,-1.485,CRAW_01___Central,2548,4.63101453281348,4.23789813150589,3.77792558013875,3.89766558750781,3.6941075749804,0.591533755315684,0.742408431723953,1.00841777239284,0.685962773215891,1.18794003077831
1,R,-1.485,CRAW_02___Anterior,2548,4.1875943055803,3.74163938628943,3.35452621447459,3.39217844029399,3.32816965640101,-1.09264006216735,-1.41359915529458,-1.16594952376344,-1.70307228760272,-0.68451864043388
1,R,-1.485,CRAW_03___Lateral,2548,4.63839460714793,4.17237183181673,3.79540577874075,3.96842373467454,3.67429320958709,0.619564339402265,0.457727908426686,1.09818732627699,1.02038016711329,1.08655239530369
1,R,-1.736,CRAW_01___Central,2538,4.52631699897556,4.34572269307883,3.74785363581692,3.82931338826747,3.68966809835224,0.193877459063445,1.21085473127845,0.853983312712791,0.362916378526526,1.16522378278654
1,R,-1.736,CRAW_03___Lateral,2538,4.72153677235534,4.32832085454976,3.81163325214029,3.98972481895759,3.68442499012792,0.935350244445214,1.13525204163644,1.18152351031651,1.12105342352773,1.13839545218653
1,R,-1.986,CRAW_02___Anterior,2553,4.39467803540009,3.96783500774979,3.50600161951727,3.66138513382799,3.39723315949976,-0.306106263370178,-0.43088705053117,-0.38804763347558,-0.430746704242758,-0.331129312146795
1,R,-1.986,CRAW_03___Lateral,2553,4.39556318184535,4.04703544005863,3.65222566626396,3.79646257723716,3.55125982858272,-0.302744349825914,-0.0867989420616249,0.36288590809665,0.207656764587138,0.457005935607629
1,R,-2.236,CRAW_01___Central,2554,4.39322372389235,4.21295268606852,3.75138289230655,3.91902394357046,3.63403415642181,-0.311629947707006,0.634032367537775,0.872107808196524,0.786906707708322,0.880551843388277
1,R,-2.236,CRAW_02___Anterior,2554,4.049895405472,3.84552575097873,3.47299804930456,3.68151809296519,3.32703401874213,-1.61564029539006,-0.962262443111889,-0.557537456905844,-0.335594244834246,-0.690329556640619
1,R,-2.236,CRAW_03___Lateral,2554,4.83260865296728,4.49418386729891,3.81020699731387,4.05375755878205,3.63972160428615,1.35721722681642,1.85584773358125,1.17419897914799,1.42368517455068,0.909653804485917
1,R,-2.486,CRAW_02___Anterior,2569,4.33465758040283,3.91297626814845,3.45459942128566,3.55048063368683,3.38748257260485,-0.534072586536249,-0.669222112502073,-0.652023604743343,-0.954903927033105,-0.381021848705107
1,R,-2.737,CRAW_02___Anterior,2604,4.40450116075419,3.84977721522943,3.51506670656977,3.72043070029805,3.37413063244252,-0.268796620031497,-0.943791858424356,-0.341493882047897,-0.15168534875554,-0.449342060591071
1,R,-2.737,CRAW_03___Lateral,2604,4.51647018684571,4.29978300264552,3.68131340123923,3.87075784986815,3.55130250512135,0.156477849942662,1.01126868453525,0.512265961017353,0.55879133278899,0.457224306131068
1,R,-2.989,CRAW_01___Central,2539,4.7270809600761,4.37271473094735,3.80961006294142,3.97802431849689,3.68931416611608,0.956407867045715,1.32812226357804,1.17113342288441,1.06575447876958,1.16341275569433
1,R,-2.989,CRAW_02___Anterior,2539,4.0991311660353,3.80625737166092,3.47088966304495,3.73398380770119,3.28296527400479,-1.42863579326805,-1.13286482454134,-0.568365073813984,-0.087630606814795,-0.915823824994148
1,R,-2.989,CRAW_03___Lateral,2539,4.39197826895728,4.15575184069306,3.65451966424374,3.79756333894158,3.55234561088814,-0.31636036473284,0.385521972905725,0.374666733929657,0.212859188268877,0.462561748191181
1,R,0.020,CRAW_01___Central,2584,4.48132607498891,4.35779976469469,3.67890037889342,3.9620430139941,3.48458680578512,0.0229954569601901,1.26332384801193,0.499873885593725,0.990223583503022,0.115848396760751
1,R,0.020,CRAW_02___Anterior,2584,4.41672789472752,3.75967583296196,3.53838309696817,3.70065280313937,3.42702153390951,-0.222357725352048,-1.33523939590764,-0.221752567208726,-0.245159713043129,-0.178705916994456
1,R,0.020,CRAW_03___Lateral,2584,4.77267595843894,4.37288772322962,3.80294213767004,3.98012337402646,3.68134717154309,1.12958423053737,1.32887383254616,1.13689029495587,1.07567504209625,1.12264663850807
1,R,0.273,CRAW_01___Central,2531,4.5758355480281,4.18586599752208,3.63916885727564,3.79947615767593,3.53015989300344,0.3819560325521,0.516353623180641,0.29583267004603,0.221899558625538,0.349040197892297
1,R,0.273,CRAW_02___Anterior,2531,4.22243118073637,3.78985708460512,3.43014766615316,3.54943457739795,3.34903256650671,-0.960324598376123,-1.20411625066214,-0.777595584782386,-0.959847801795254,-0.57776573249316
1,R,0.273,CRAW_03___Lateral,2531,4.23999190575008,4.12958080533801,3.81250896834908,3.90998988586677,3.74622194443706,-0.89362643832904,0.271821304999081,1.18602075060436,0.744209913705647,1.45460275696611
1,R,0.526,CRAW_01___Central,2536,4.67124595972778,4.28341444804645,3.86365055824968,4.00601632140475,3.76196072742462,0.744338502793774,0.940155120806044,1.44865836787821,1.19805037736564,1.53513614578191
1,R,0.526,CRAW_02___Anterior,2536,4.10899762887572,3.99695855784655,3.41006173850948,3.61492347599167,3.26373192602221,-1.39116154792138,-0.304359114097242,-0.880746859260259,-0.650333948283588,-1.01423846687173
1,R,0.526,CRAW_03___Lateral,2536,4.58608166092362,4.22960231307628,3.67475334998229,3.84178116248703,3.55544776962175,0.420872243427926,0.706367056842078,0.478576820052678,0.421841615112835,0.478435107374018
1,R,0.777,CRAW_01___Central,2527,4.79978790769259,4.13118553487256,3.69631675634432,3.88331309733403,3.56915924447131,1.23255931437339,0.278793089546855,0.589315685978407,0.618129985727217,0.54859501339531
1,R,0.777,CRAW_02___Anterior,2527,4.55694843499042,4.12590805596334,3.35801606246431,3.37370095590639,3.3473503349237,0.31022005996381,0.255864960464433,-1.14802741061735,-1.79040063666362,-0.586373501610972
1,R,0.777,CRAW_03___Lateral,2527,4.49551166264043,4.19222637840207,3.79115788255173,4.01165279976472,3.64122133884689,0.0768743597278413,0.543986444900701,1.0763722568652,1.22468952040959,0.917327759111036
1,R,1.278,CRAW_01___Central,2517,5.08369069747747,4.45900786855078,4.13846960860749,4.23396165848678,4.07026100155085,2.31086295480396,1.70302479411075,2.85999150608781,2.27536639863477,3.11267018178948
1,R,1.278,CRAW_02___Anterior,2517,4.57585201893472,3.93760803248472,3.60498149203733,3.84234980536643,3.43543269680226,0.382018591425103,-0.562208843108741,0.120263467670567,0.424529137008173,-0.135667045935028
1,R,1.529,CRAW_01___Central,2605,4.59955497833341,4.13750380142924,3.81101013453043,4.03262682133614,3.65892025142847,0.472045841343818,0.306242944616064,1.17832349004627,1.32381701193274,1.00789088649356
1,R,1.529,CRAW_02___Anterior,2605,4.28140901607665,3.97438688997769,3.45367358452739,3.77347968363677,3.23419881062879,-0.736318294667975,-0.402422246779598,-0.656778239095745,0.0990349353022172,-1.16535573348624
1,R,1.529,CRAW_03___Lateral,2605,6.29833410991356,5.69722455369555,4.91920216713716,5.13948398557846,4.76802837016763,6.92425338484261,7.08248579762546,6.86944329080745,6.55504907642398,6.68305874640595
1,R,1.779,CRAW_01___Central,2646,4.77201531474693,4.28433161426996,3.72740353656789,3.8193438182568,3.66375257232171,1.12707501074892,0.944139770659603,0.748961835081394,0.31579816310196,1.03261726957449
1,R,1.779,CRAW_02___Anterior,2646,4.1877681851454,3.81881635542853,3.46209623519743,3.60866781393234,3.36062360376558,-1.09197964256322,-1.07830202932774,-0.613523719488309,-0.679899479416769,-0.518455841055916
1,R,1.779,CRAW_03___Lateral,2646,4.61065924769142,4.22837074561747,3.60542188281495,3.62825922554701,3.58961141476968,0.514221453926345,0.701016483556012,0.122525094356981,-0.587306483736544,0.653246216990082
