near_theta,far_theta,near_alpha,far_alpha,near_beta,far_beta,near_lbeta,far_lbeta,near_hbeta,far_hbeta
-0.223747312231725,0.934926067436779,-0.0504694942249511,0.545590881055502,,,-0.0961367564070371,1.40831336145471,-0.468872969324244,0.567041414593642
-0.781229262745116,-0.263498998582626,-0.2692169336886,0.0666412232523466,,,-0.168236747412346,-0.400892938291729,-0.0608502351169229,0.124170277262424
-0.180209714377742,-1.62666165659702,-0.142274663387438,-1.47626730933006,,,-0.443632890448355,-1.49415447979351,0.389394854807636,-1.59200702120653
1.05119097176758,0.67023245701756,0.752924391657525,0.776636619137038,,,0.343810828353204,-0.608769147507956,0.31303938310384,-0.649769397749857
0.953007433051366,-0.721470322433563,0.551022411690425,-1.1492060421317,,,0.150741783672092,-0.702687261074933,0.257347293063291,-0.551385563177542
-0.238992820137574,0.0885619460935962,0.0303100956111905,-0.88500244012998,,,-0.226346399200587,-0.399077543148075,0.073956123014773,-0.27363437235319
-0.0775583078729993,-0.821889737263723,-1.01648397221612,-0.569316067629387,,,-0.586311234606285,-0.743557972518853,-0.733651994995639,-0.336979372860024
0.600046068286407,-0.354108881132113,0.490290192332311,-0.269270291651742,,,0.131995508345971,-0.579523833732945,-0.157523294465839,-1.11172223667469
2.06203860321188,0.0594520520853085,0.585210060657295,-0.0968525667059384,,,0.192705841215842,-0.658823785027172,0.455888810553259,-0.751638600378265
-0.210410240749902,-0.603115035951899,0.192512953622204,0.0372003759977197,,,0.377489668854696,0.799121949173943,-0.816504390733701,0.308532893989843
-0.128464582828319,-0.521517102146065,-0.626209992932235,-0.696607521378878,,,-0.287385130497346,-0.891494289674463,0.854797424994493,-0.932746271502713
-0.59177041527633,-0.274182875053488,-0.346092117096819,-0.130601328865258,,,-0.0397425152774107,-0.192883101671857,0.534603355728663,-0.323740051501517
-1.04103093323433,-0.87948789334022,-0.690150724296178,-0.0354973555080027,,,-0.625223090155827,-0.0924950257379533,1.61333807421748,-2.38178526545986
-1.04056024203413,-0.731774720683877,-1.04138904127898,-0.420978428427096,,,-0.401955502936187,-0.276810613177406,-0.29153241732261,-0.334445708732567
-0.82308658326831,0.417304712710574,-1.20722331199913,0.368399862161301,,,-0.775089335024932,1.50622834748607,-0.784588007624074,0.303316686274927
0.589956339314984,0.430064228903588,0.741736799439562,-0.260262169602956,,,0.373442553825398,-0.224307041782673,0.556005760260332,-0.394043467456073
-0.245720770868759,0.0895458419414897,-0.919473982668605,0.0677287781930807,,,-0.787255987975312,0.134514861214107,-0.574339277697946,0.467977734156065
0.0118265028967995,0.150323191406335,-0.423305010398387,-0.448966151683872,,,0.491299254330346,-0.00558024816675973,0.345422009586792,0.305084599836358
2.83560294834373,-0.10096389422548,2.2628560036938,-0.717671278338448,,,2.430800060449,-0.522235087479239,2.05533010789316,-0.439327273594948
1.01853135041695,0.112150395328407,1.38645733933761,0.87677137397954,,,0.780989680368813,0.560566574461023,0.639823906902993,0.678441762782097
0.86532192639313,0.533138301052286,0.511962308218544,-0.155396111734016,,,0.968864474101052,-0.365518987609368,0.780480395128433,-0.0909351595050723
0.642520081998498,-0.63798513304645,0.38402049300458,-0.92145353726227,,,-0.0393402578466349,-1.38755769705365,-0.0391605892848425,-1.22359116667376
2.77888652063946,-0.64823125786679,1.80958428987391,-0.310699146295418,,,2.07149230829086,-0.277715873692638,1.58929728860112,-0.513624208022395
-0.642640173956076,-0.704099206750752,-0.892615981572734,-0.174453489782742,,,-1.18585649144707,-0.31302640296392,-0.755160980478255,-0.498330841788907
1.20138703758552,0.00727291069130038,1.25759775025311,0.551396273442835,,,1.32205453180453,-0.552802099842918,0.528415283834659,-1.01799699884188
-0.754035308401715,-0.0533277103795696,-0.245107075762208,-0.242006767188049,,,-0.0882823592538001,-0.117114217487195,-0.404443485601051,-0.304730025755898
0.467065886076487,-0.829365534643204,-0.053373594227541,0.0246649712810936,,,-0.0679836962168199,-0.469566235956291,-0.50989718752397,-0.641686286038041
-1.44249287629456,0.00227936297663752,-1.41174272099424,0.16816558281719,,,-1.56457338754273,0.333451143523942,-1.370642316773,0.302113160154746
-0.774791137551092,-0.594785638140185,-2.41801523563525,-0.292842886772594,,,-1.80460852602979,-0.166457270577568,-0.178419883054893,-0.147340612665374
-0.0757364763144477,-1.74030413771639,-0.658306158454263,-1.81392374409726,,,-0.580561873151543,-1.53468089532943,-0.703763169385458,-1.25020552185152
