near_exp,far_exp,near_theta,far_theta,near_alpha,far_alpha,near_beta,far_beta,near_rms,far_rms,near_lbeta,far_lbeta,near_hbeta,far_hbeta
0.956184314725602,0.962132131214531,-0.543740154940539,-0.222537979455577,0.452056458371505,-1.11863015770801,1.77310709619903,1.60609484766662,-0.538605349373801,-0.807037568916849,1.10765180473375,1.87335634881195,1.10423742467319,0.234837425588119
-0.954016524094533,-0.221529783506519,-0.170064190438134,-0.378644149055406,0.753801722854721,0.345873190550964,-0.337708931525777,-0.48762876587487,1.43282014691796,-0.932416946138115,0.19945026388389,-1.12459052878938,-0.581979659125825,0.449162602194049
-0.843299803431224,-0.431847639423754,-1.42438656792726,0.162801327900825,-0.272119958543611,-0.40323493762438,-1.03299402043835,-0.445001887406641,0.055046818554311,-1.25762818302898,-0.831707122114785,-0.12532352497892,-0.582330598547339,-0.591784394925561
1.27815823709988,1.65723140101188,-0.399262439917211,-0.305977446714593,0.0855572312117782,1.16958025496003,-0.328299580462499,-1.06841183645186,-0.165623773123546,-0.881634584086664,-0.462478770354429,-1.17829036244068,0.109547972851354,-0.216694144925708
1.345130875507,-0.00674508115141245,0.0573824267483938,0.117408494516377,-0.474895060930076,-1.07906822612102,-1.16859840302822,0.26242819415576,0.227342993484292,-0.452193799335415,-1.01039012390945,-0.24544732097103,-0.565301220930934,0.880890021676179
-0.0185313615061185,-0.30670712291109,-0.819772056970367,0.664316283639797,-0.100757067421429,-0.159720873052823,-0.23817510775858,-0.185875919391103,1.10559480580897,-0.34491530261459,-0.718689057375627,0.171290990434108,0.457893098871355,-0.402422988738726
-0.149250385624883,-0.837715718224224,-0.427411739800539,0.493818978978227,-0.535331797646547,-0.764023206670401,-1.22559076162872,-1.53032565950772,1.62307880841281,-0.413847773508422,-0.936141677520845,-1.3527990835593,-0.424107430680826,-0.125049530395391
1.04155389993032,0.348398888908005,-0.434327562432089,0.227193770868636,-0.353210327464293,1.24069145308348,-0.97451255960263,0.0861338351195213,-0.350086309996614,-0.640553627918258,-0.360082793154177,0.218920800869503,-1.06675717414878,-0.155924125310621
0.0517696241608339,0.477712222246765,-0.682130121979163,-0.116678535591134,-0.673429941431169,-1.27507070538197,0.74463678356027,-0.51441474188895,0.524871195303343,-1.52781177151421,2.89521416306285,-0.873212579851359,-1.45191959952856,0.0652368972221909
0.88599834369741,-0.227724069314411,-1.32639961017631,-0.688266992516689,-0.195567027123311,0.0669114806680517,0.540855157497852,0.84849535736705,1.01907259708776,0.35137278424294,0.723298137238267,0.902706715049171,-0.0834898686401635,0.128167224609913
-1.21550060430208,-0.38925326129267,1.17415923225404,0.675065311544835,-1.03272486346467,-0.301269165102122,-0.820259280137548,-0.536996758489763,0.979584758463201,-0.89969544762495,-0.294728955113302,-0.682337854321786,-0.796585904714619,-0.0257679295830787
-0.97353540701412,0.147121716353059,-0.604898786753817,-0.734944765561014,-0.677804025773395,0.125772712939662,1.82752147991341,0.0156364182540784,0.484392720465399,-0.993271911619755,0.237714082468378,0.278622013238038,1.78681484565613,-0.13480645516692
-1.70365778884275,0.815906977966598,0.142763245495459,-1.34489728844014,-0.13198418336784,1.90087031125352,0.823659255559347,1.98819801474203,0.656476576014824,-1.08366053877173,-0.836947088241719,2.48647288984818,1.79507275607879,-0.075562491182584
-1.11386411261608,-0.356625336584152,0.126064679038942,-1.30477498565553,-0.779389600626124,0.0514566314102199,0.187048377508831,0.0779180039707331,-0.501713586182748,-0.586583722540251,0.661275421477952,0.455658293239645,-0.457470732484839,-0.388170052661231
-0.18495529292886,0.827477040755712,1.95543981445472,0.910540596538505,1.43925754381728,-0.331584999127913,0.0502815423872923,0.634740613382644,-0.449574280830245,-0.704104399479732,-0.429540474442978,0.590825564257617,0.694274053787206,0.33031196009105
0.748919195776794,1.03420607006468,-0.853866006656636,0.569110483654192,1.11450152577364,-1.48236833083551,-1.35206063458098,1.39011967174435,0.773145616622406,-0.738059042287178,-0.948635152975063,0.122684003992346,-1.1324258365456,2.18252308070378
-0.163531296251197,-0.939606695858174,-0.797824943875225,-0.647742816773798,-0.633008588804306,0.278749741105069,-0.853542247854962,-0.107021527349113,-0.141164512397536,0.46284121111224,-0.790514149132383,0.0679945734179986,-0.437826595701396,-0.410052048334855
-0.210679181360396,-0.526283197981103,2.48658158174656,1.47074910291839,-0.588400387442451,-0.552292147132805,0.749476441926513,0.494752481199965,0.0838404445801382,-0.524048504960632,0.895453795026311,0.0251098894570799,0.118944324781233,0.451001945624907
2.45955810088647,1.08280665810767,0.0368366717304468,-0.304909724279329,-0.103278815936078,-1.16392670446303,0.501589259706044,0.439673140161822,1.8955637638011,-0.777911445478452,0.632634168033614,-0.313009863312663,-0.554575608670533,3.45566134959893
1.37969180659324,-0.78979779206663,-0.962000832947493,-0.504718765586752,1.665069335008,1.86541718154278,0.3979722595765,-1.11042539023324,2.35631005258033,-0.811700904881092,-0.0332201473872659,-0.317091772639389,0.67808967614592,-1.35020197919382
0.47440656998016,0.540619472890122,1.0097139407763,1.8966112610544,-1.01039786673814,-0.9130938609447,0.651894022629459,-0.330680610113092,0.603334980331389,-1.82115003097586,0.896032635309612,-1.26257411367641,0.113724963540799,0.828892024974188
0.962081005912427,-0.144695168618616,-0.140733420925822,1.22906497113563,-0.689749255549249,-0.426976370560677,-1.37039416435954,-0.723407029192759,0.933847467495786,-1.13087763383652,-1.08824884462989,-0.921531322710333,-0.722329612064902,0.0590934653809214
2.61201601643073,-0.0673181502374802,0.209395610884474,-1.39615370281375,-1.57126780749961,0.488910073158332,1.92147778024671,0.617974017634007,0.728206889907613,-0.426345082525317,2.02755387988909,0.913201178457455,0.553044677264963,-0.102489742730153
-0.341205292062036,-0.257851508727546,1.01365831710928,-0.869102319051784,-0.227812088742494,0.0710229453826228,-0.965992212854608,-0.126590685451018,0.655628861641423,-0.482739186341359,-1.28752853552466,0.159643838264302,-0.343396517310243,-0.298765835672418
