ID,SIDE,DEPTH,CHANNEL,SAMPLES,AP_EXPONENT,THETA_POWER,ALPHA_POWER,BETA_POWER,root_mean_square,low_beta,high_beta,z_exp,z_theta,z_alpha,z_beta,z_rms,z_lbeta,z_hbeta
1,L,-0.242,CRAW_01___Central,2564,1.54022752249214,0.235583310581133,0.0493320980450576,0.170059431062983,10.2759838577842,0.0257663603065504,0.271064580592485,0.111156971043666,0.885628867765913,-0.714815904681216,1.73988802711348,0.902967927648198,-0.892969995806466,2.95241779184451
1,L,-0.242,CRAW_02___Anterior,2564,1.69484820966648,0.122194450039246,-0.00906896873352352,0.153174917740163,4.59726090716508,0.211273684861188,0.112505780755445,0.572583949747594,-0.341760857837935,-1.32458550991931,1.37938755737317,-0.47642751255113,1.34694065032093,0.492853249525557
1,L,-0.492,CRAW_01___Central,2529,0.92805109686173,0.4698464445731,0.0709767677258714,0.0534343695694964,14.185922754395,0.0992046668558513,0.022310567414775,-1.71573129128774,3.42143496349153,-0.488822401226596,-0.750168313158544,1.85271524449078,-0.00623819118223606,-0.906255149677797
1,L,-0.492,CRAW_02___Anterior,2529,1.43162469963297,0.246047747222617,-0.0149104915231968,0.122757281838597,4.1817138975006,0.140275932637717,0.110844599295195,-0.212941138636352,0.99890227007906,-1.3855772561652,0.729942007996014,-0.577366342514151,0.489677351212599,0.467084998112275
1,L,-0.743,CRAW_01___Central,2615,2.32027108736839,0.244337683818063,0.0105067322784818,0.151094648143142,21.2834698746691,0.111849080941121,0.178797401462216,2.43900295320814,0.980391507709185,-1.12019425241702,1.33497181659496,3.57675147929925,0.146436954080269,1.52116905357305
1,L,-0.743,CRAW_02___Anterior,2615,0.943049876503809,0.172638192463705,0.156486886678229,0.0270464531514544,4.46031727299517,0.0819562244910139,-0.0117133854411758,-1.67097116441878,0.204272772598949,0.403994705610301,-1.31357550661999,-0.509691932418223,-0.214504736855666,-1.43403480063401
1,L,-0.995,CRAW_01___Central,2552,1.34560718062409,0.137019355425986,0.199845765273754,0.140239402295779,12.7234192805124,0.0735826994213624,0.186899094307871,-0.46963902710922,-0.181287099941657,0.856707776503325,1.10320196025969,1.49746448816898,-0.315610976159995,1.64684253543853
1,L,-0.995,CRAW_02___Anterior,2552,1.26588615443901,0.348669327639197,0.0319586807722623,0.131036692498641,4.24530503243634,0.157680927437622,0.112385728041354,-0.707546599013104,2.10974043201658,-0.896212964297161,0.906715325358079,-0.561919679183287,0.699834191335738,0.490990991491992
1,L,-1.245,CRAW_02___Anterior,2600,1.49562459953854,0.235127290242576,0.069605976837526,0.0778635885867414,4.54370493756974,0.0973636077711921,0.0644812224797655,-0.0219493574558218,0.880692627331566,-0.503134924352576,-0.228581178088246,-0.489436574781786,-0.0284680834723557,-0.2521038314866
1,L,-1.497,CRAW_01___Central,2639,1.29129658939146,0.132851379136783,0.0877426481381147,0.0512068242708898,12.9799538253839,0.0496536088504751,0.0523032116264767,-0.631715476787894,-0.22640380055475,-0.313768676280049,-0.797728530688189,1.55977824859126,-0.604543097037468,-0.441009169578896
1,L,-1.497,CRAW_02___Anterior,2639,1.49336322253659,0.134109062053061,0.0869197736323429,0.106474055177072,4.89895427620872,0.206406950363932,0.0359331879863466,-0.0286978745966548,-0.212789878674505,-0.322360366299125,0.382279582189867,-0.403144406258402,1.28817720020676,-0.694941021633576
1,L,-1.748,CRAW_01___Central,2563,1.84307735898318,0.0664595333703976,0.188185309556185,0.0919004421964259,11.4608678654353,0.0761921661886729,0.102896235401853,1.01493697362168,-0.945069364068674,0.734960146331502,0.07111903969228,1.19078327126182,-0.28410293513333,0.343789955379835
1,L,-1.748,CRAW_02___Anterior,2563,1.30717352240564,0.149047796140966,0.196641005943616,0.0440225187365965,5.51737528810459,0.0842922355375307,0.0158337169759426,-0.584334719622103,-0.0510839699512347,0.823246661160513,-0.95112030872483,-0.252926279515732,-0.186298540549799,-1.00672407162743
1,L,-2.001,CRAW_02___Anterior,2605,1.56027777911163,0.0861542371823935,0.0740656070120846,0.176587833310664,4.19167949240308,0.345524947710713,0.0606505979380813,0.170991974387917,-0.731881957544513,-0.456571615134981,1.87927564415317,-0.574945640485385,2.96795930084936,-0.311524489988976
1,L,-2.252,CRAW_02___Anterior,2544,1.55936077205676,0.311812066045482,0.137643027344357,0.0792859769003899,7.92694441268081,0.130345018311704,0.0435446479124703,0.168255394939786,1.71077510175552,0.207244658034268,-0.198211830425119,0.332372332899079,0.369766394715225,-0.576872034173934
1,L,-2.503,CRAW_01___Central,2532,1.28771161718331,0.180634341458494,0.132095317453722,0.109844001920563,9.70036090308874,0.130666096320316,0.0956849777287301,-0.642413934574988,0.290827933958701,0.149320632728133,0.454231160586053,0.763145702495545,0.373643255380728,0.2319289063774
1,L,-2.503,CRAW_02___Anterior,2532,1.14553325497313,0.0902758561701642,0.201946813713809,0.0969753444437095,4.17079944093924,0.184755816688052,0.0372846233175566,-1.0667098894736,-0.687267056448697,0.878644969581252,0.179473044871647,-0.580017528660035,1.02675030001422,-0.673977553032039
1,L,-2.754,CRAW_01___Central,2574,1.37592896159161,0.366353076794118,-0.0209396173720632,0.023058168534756,11.4484415443806,0.104739245621438,-0.0341185854259217,-0.379151214407986,2.3011600469521,-1.44852777901665,-1.39872918859403,1.18776484427562,0.0605891533909837,-1.78158432486529
